"year","dataset_a","label_a","dataset_b","label_b","n_overlap","n_a","n_b","pct_of_a","pct_of_b"
"2009","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2819,2819,2819,100,100
"2009","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2819,2819,8591,100,32.8
"2009","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",2819,2819,2819,100,100
"2009","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2819,2819,2819,100,100
"2009","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2819,2819,8591,100,32.8
"2009","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2819,2819,2819,100,100
"2009","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2819,2819,8591,100,32.8
"2009","UHG","Mercury: Inorganic – Urine (all cycles)","VOCWB","VOCs – Blood (full panel, all cycles)",2544,2941,3745,86.5,67.9
"2009","UHG","Mercury: Inorganic – Urine (all cycles)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",2544,2941,3745,86.5,67.9
"2009","VOCWB","VOCs – Blood (full panel, all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2544,3745,2941,67.9,86.5
"2009","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2544,3745,2941,67.9,86.5
"2009","PBCD","Cadmium, Lead & Total Mercury – Blood (2003-2009)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",2432,9835,2432,24.7,100
"2009","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",2432,9835,2432,24.7,100
"2009","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",2432,2432,2432,100,100
"2009","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2432,2432,8591,100,28.3
"2009","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","VOCWB","VOCs – Blood (full panel, all cycles)",619,2432,3745,25.5,16.5
"2009","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",619,2432,3745,25.5,16.5
"2009","VOCWB","VOCs – Blood (full panel, all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",582,3745,2819,15.5,20.6
"2009","VOCWB","VOCs – Blood (full panel, all cycles)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",582,3745,2819,15.5,20.6
"2009","VOCWB","VOCs – Blood (full panel, all cycles)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",582,3745,2819,15.5,20.6
"2009","VOCWB","VOCs – Blood (full panel, all cycles)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",582,3745,2819,15.5,20.6
"2009","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",582,3745,2819,15.5,20.6
"2009","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",582,3745,2819,15.5,20.6
"2009","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",582,3745,2819,15.5,20.6
"2009","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",582,3745,2819,15.5,20.6
"2009","UHG","Mercury: Inorganic – Urine (all cycles)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",0,2941,2432,0,0
"2009","UHG","Mercury: Inorganic – Urine (all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",0,2941,2819,0,0
"2009","UHG","Mercury: Inorganic – Urine (all cycles)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",0,2941,2819,0,0
"2009","UHG","Mercury: Inorganic – Urine (all cycles)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",0,2941,2819,0,0
"2009","UHG","Mercury: Inorganic – Urine (all cycles)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",0,2941,2819,0,0
"2009","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",0,2432,2819,0,0
"2009","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",0,2432,2941,0,0
"2009","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",0,2432,2819,0,0
"2009","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",0,2432,2819,0,0
"2009","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",0,2432,2819,0,0
"2009","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",0,2819,2941,0,0
"2009","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",0,2941,2819,0,0
"2009","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PYRET_EARLY","Pyrethroids, Herbicides & OP Metabolites – Urine (2007-2009)",0,2941,2819,0,0
"2009","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",0,2941,2819,0,0
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)",8956,8956,8956,100,100
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)",8956,8956,8956,100,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)",8956,8956,8956,100,100
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",7821,8956,7821,87.3,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",7821,8956,7821,87.3,100
"2011","ALB_CR","Albumin & Creatinine – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",7821,7821,7821,100,100
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","VOCWB","VOCs – Blood (full panel, all cycles)",3294,8956,3294,36.8,100
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3294,8956,3294,36.8,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","VOCWB","VOCs – Blood (full panel, all cycles)",3294,8956,3294,36.8,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3294,8956,3294,36.8,100
"2011","VOCWB","VOCs – Blood (full panel, all cycles)","VOCWB","VOCs – Blood (full panel, all cycles)",3294,3294,3294,100,100
"2011","VOCWB","VOCs – Blood (full panel, all cycles)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3294,3294,3294,100,100
"2011","VOCWB","VOCs – Blood (full panel, all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3294,3294,7821,100,42.1
"2011","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3294,3294,3294,100,100
"2011","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3294,3294,7821,100,42.1
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","UHG","Mercury: Inorganic – Urine (all cycles)",2594,8956,2594,29,100
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2594,8956,2594,29,100
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2594,8956,2594,29,100
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2594,8956,2594,29,100
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2594,8956,2594,29,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UHG","Mercury: Inorganic – Urine (all cycles)",2594,8956,2594,29,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2594,8956,2594,29,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2594,8956,2594,29,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2594,8956,2594,29,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2594,8956,2594,29,100
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","UHG","Mercury: Inorganic – Urine (all cycles)",2594,2594,2594,100,100
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2594,2594,2594,100,100
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2594,2594,2594,100,100
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2594,2594,2594,100,100
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2594,2594,2594,100,100
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2594,2594,7821,100,33.2
"2011","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2594,2594,2594,100,100
"2011","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2594,2594,2594,100,100
"2011","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2594,2594,2594,100,100
"2011","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2594,2594,2594,100,100
"2011","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2594,2594,7821,100,33.2
"2011","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2594,2594,2594,100,100
"2011","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2594,2594,2594,100,100
"2011","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2594,2594,2594,100,100
"2011","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2594,2594,7821,100,33.2
"2011","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2594,2594,2594,100,100
"2011","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2594,2594,2594,100,100
"2011","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2594,2594,7821,100,33.2
"2011","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2594,2594,2594,100,100
"2011","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2594,2594,7821,100,33.2
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2551,8956,2551,28.5,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2551,8956,2551,28.5,100
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2551,2594,2551,98.3,100
"2011","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2551,2594,2551,98.3,100
"2011","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2551,2594,2551,98.3,100
"2011","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2551,2594,2551,98.3,100
"2011","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2551,2551,2551,100,100
"2011","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2551,2551,2594,100,98.3
"2011","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2551,2551,7821,100,32.6
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",2505,8956,2505,28,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",2505,8956,2505,28,100
"2011","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",2505,2505,2505,100,100
"2011","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2505,2505,7821,100,32
"2011","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",2177,8956,2177,24.3,100
"2011","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",2177,8956,2177,24.3,100
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",2177,2594,2177,83.9,100
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","VOCWB","VOCs – Blood (full panel, all cycles)",2177,2594,3294,83.9,66.1
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",2177,2594,3294,83.9,66.1
"2011","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)",2177,2177,2177,100,100
"2011","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","VOCWB","VOCs – Blood (full panel, all cycles)",2177,2177,3294,100,66.1
"2011","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",2177,2177,3294,100,66.1
"2011","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2177,2177,2594,100,83.9
"2011","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2177,2177,2594,100,83.9
"2011","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2177,2177,2594,100,83.9
"2011","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2177,2177,2594,100,83.9
"2011","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2177,2177,7821,100,27.8
"2011","VOCWB","VOCs – Blood (full panel, all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2177,3294,2594,66.1,83.9
"2011","VOCWB","VOCs – Blood (full panel, all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2177,3294,2594,66.1,83.9
"2011","VOCWB","VOCs – Blood (full panel, all cycles)","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2177,3294,2594,66.1,83.9
"2011","VOCWB","VOCs – Blood (full panel, all cycles)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2177,3294,2594,66.1,83.9
"2011","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2177,3294,2594,66.1,83.9
"2011","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2177,3294,2594,66.1,83.9
"2011","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]",2177,3294,2594,66.1,83.9
"2011","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",2177,3294,2594,66.1,83.9
"2011","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2144,2177,2551,98.5,84
"2011","VOCWB","VOCs – Blood (full panel, all cycles)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2144,3294,2551,65.1,84
"2011","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2144,3294,2551,65.1,84
"2011","VOCWB","VOCs – Blood (full panel, all cycles)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",525,3294,2505,15.9,21
"2011","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",525,3294,2505,15.9,21
"2011","UHG","Mercury: Inorganic – Urine (all cycles)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",0,2594,2505,0,0
"2011","PFC","Polyfluoroalkyl Chemicals – Serum (2003-2011, PFC series)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",0,2177,2505,0,0
"2011","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",0,2594,2505,0,0
"2011","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",0,2594,2505,0,0
"2011","PEST","Pesticides – Environmental – Urine (2003-2011)  [NEEDS_VALIDATION: 2005-2011]","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",0,2594,2505,0,0
"2011","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",0,2505,2551,0,0
"2011","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)","PAH","Polyaromatic Hydrocarbons (PAHs) – Urine (2003-2011)",0,2505,2594,0,0
"2013","ALB_CR","Albumin & Creatinine – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",8291,8291,8291,100,100
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)",5932,5932,5932,100,100
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)",5932,5932,5932,100,100
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)",5932,5932,5932,100,100
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",4801,5932,8291,80.9,57.9
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",4801,5932,8291,80.9,57.9
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","VOCWB","VOCs – Blood (full panel, all cycles)",3489,5932,3489,58.8,100
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3489,5932,3489,58.8,100
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","VOCWB","VOCs – Blood (full panel, all cycles)",3489,5932,3489,58.8,100
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3489,5932,3489,58.8,100
"2013","VOCWB","VOCs – Blood (full panel, all cycles)","VOCWB","VOCs – Blood (full panel, all cycles)",3489,3489,3489,100,100
"2013","VOCWB","VOCs – Blood (full panel, all cycles)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3489,3489,3489,100,100
"2013","VOCWB","VOCs – Blood (full panel, all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3489,3489,8291,100,42.1
"2013","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3489,3489,3489,100,100
"2013","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3489,3489,8291,100,42.1
"2013","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2777,2777,2777,100,100
"2013","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2777,2777,8291,100,33.5
